Id,rating,title,text,Id.1
1221,3.0,Bo vibration,"There is a molded plastic button on top which would indicate it may be in on switch, but this does not have a motor and does not vibrate. The bristles are short and ineffective on thick hair. It includes a cut comb, but does not work as advertised.<br /><br />**  If you found this review to be helpful at all, please take a moment and click the button below to let Amazon know. Thank you so much 😊 **",1221
1222,4.0,"Vesitile, adjustable, and soothing support for hip and sacroiliac pain","I am truly impressed with the Sui Song, Sacroiliac Support Belt because it is is one of the most versatile and adjustable support braces I have tried. Over the years, I have had many sports injuries and the issues that occur naturally with age. This belt can be used for comforting support of any number of areas from the lower back, sciatic nerve to hip injuries, including the sacroiliac, which is a very difficult area to support.  The velcro is covered with a protective fleece strip, so be sure to remove it, or you will think it's the worst Velcro ever. LOL. Yes, it took me a minute to discover that because most manufacturers don't bother to protect the Velcro. The overall quality is excellent, and this belt can be adjusted to find the sweet spot of soothing relief. With all of my injuries, I would consider myself the queen of pain, and this is one of the best support belts I have found so far, There is nothing else like it, and I highly recommend it for those difficult to treat areas. Now, if I could only find something this good for my shoulder, I would be in heaven!<br />** If you found this review to be helpful at all, please take a moment and click the button below to let Amazon know. Thank you so much 😊 **",1222
1224,4.0,Lovely hardcover journal with a rough paper feel,"[[VIDEOID:9d1bdfa498f7e797c9925b70552e31f9]] I love journaling and I am a stickler for paper feel. I was hoping the pages of this nicely bound hardcover journal would have a smoother and softer feel, but it is more like sketchbook or book paper with a rough and scratchy feel. It's just okay, but not my favorite.<br /><br />** If you found this review to be helpful at all, please take a moment and click the button below to let Amazon know. Thank you so much 😊 **",1224
1372,5.0,nothing to improve,I like these bath bombs they actually smell like cotton candy  really beautiful coloring in the bath water🙂,1372
1455,1.0,Bad Product,It pulls really bad! Like it’s been run through  “dulling” machine 😬😖,1455
1975,4.0,Allergy Test,"This is just one of MANY at-home tests out there.<br /><br />I actually have experience with a similar test – my mom’s A1c test that is sent every few months. In fact, she got one just a few days before I posted this review.<br /><br />This works IDENTICAL to that one.<br /><br />Each has:<br /><br />✉️ Pre-paid mailer to send back<br />💉 Lancets (at least 3)<br />🧼 Alcohol Prep Pad<br />🩸Card for blood droplets<br />📃 Instructions<br />☣️ Bio-Hazard bag for sample card<br />🩹 Band-aid(s) for after<br /><br />The idea is simple – prep the card (with the sticker and fill out info), wash hands, prick fingers, droplets on card, wait until it dries, package it up, mail within a certain amount of time.<br /><br />As for the accuracy …<br /><br />My mom’s A1c was pretty accurate when done this way.<br /><br />This allergy test? I was a bit surprised by the results – no to nuts, which I thought I had an issue with. Turns out – maybe not. Goat cheese (feta) – no allergy there. STRONG reaction to goat’s milk. That’s interesting, but I wouldn’t doubt it.<br /><br />The cost? Under $150, probably comparable to a lab if you don’t have insurance.<br /><br />It is from a certified lab and the results are viewed by a physician. I wouldn’t use it to self-treat, but it isn’t bad to know what’s going on.",1975
2602,5.0,Just what I needed for bad knees and rotator cup !!,So glad I found this and the price was great! Very happy 😄,2602
2669,5.0,👍,👍,2669
3143,5.0,great cleaner,this stuff is the greatest 🙌,3143
3222,5.0,84 and no joint problems.  Thanks Carlson 😊,Love 💘 this product.,3222
3258,3.0,No pink at all,"Not what I wanted... had great reviews so I ordered but the ""pink"" necklaces are purple. Definitely not pink at all. It will still work for my gender reveal but I do not recommend these if you're looking for PINK AND BLUE beads like it says in the description 🙄",3258
3402,5.0,Great results after 1st few days!,Great teeth & gums supplement.  After only 4 days use my gums are pink & redness has cleared up. I like the clove taste & numbing effect. Teeth feel stronger & set firm in gums too! They seem to be whiter even tho I drink coffee & tea. Yay!! 😁,3402
3569,5.0,Several Purchases,My mother loves these drinks a little too much. It’s becoming a problem. 👀 She has CKD so they’re **very beneficial for her. This order consisted of (24) 8 oz cartons.,3569
3729,5.0,UPDATED 10/17/2018 (BEST MASSAGER),"&#34;NOTE&#34; due to no fault of my own, Amazon is featuring a photo above similar but a different recliner model other then the one that I actually purchased. The actual recliner that I purchased was by Best Massage MODEL# BM-EC161 Style 1, pictured below in this review.<br />Take it from a husband and wife who sometimes experience real painful Charlie Horses, Stiff Joints, Back Spasms, Swollen Legs & Feet, aches all over... this recliner is beyond our biggest imaginations!!  It doesn't &#34;CURE&#34; our ailments, but it definitely adds much needed comfort and relief..FAST!!<br />Amazon Sharp Review Critics. I'am just sharing my real life personal  experiences with this Full Body Massager without exaggeration, and except NO responsibility, nor make any suggestion that I'am a qualified Upholstery Technician, or Quality Control Expert. I'am merely a Average JOE..<br />My Disclosure is to please contact your Medical Professional(s) if you feel this Massager may be to intense for your Health Issues..<br />But for my wife and I, this is really &#34;AWESOME&#34;...your experience may Vary...<br />Rheumatism's, fatigues bye-bye. Erases away our soreness's, fatigue quietly with several different<br />remote settings. Knocking, Kneading, Rolling,  Vibration, even warmth of Shiatsu. It completely MELTS away our stresses  almost immediately upon flicking the remote.. Quiet<br />Extremely Invigorating rollers from shoulders, back, and Butt..!!<br />I've moan a thousand moans already!!!<br />*Large pressurized leather<br />*Long rolling track reaches neck area, shoulders, upper & lower back, Buttocks and thighs..I've hollered out loud because it's that good!<br />You can go from Light to Extreme, or you can personally preprogram the settings to rotate back and forth between settings.<br />*Strong Pressure Cups envelops and squeezes lower arms, entire lower leg calves & entire foot area with stimulated rolling massager pressure on bottoms of my feet... AH'hhh'hh<br />*Remote has Heat that can radiate from entire back, buttocks and thighs. The heat is tolerable NOT extreme!!<br />*Recliner reclines &#34;Quickly and Quietly&#34; from a vertical position, to a relaxing horizontally position with LED remote.<br />*Affordable Price!! YES<br />I'am a senor but getting up from it, my wife and I  we both feel like two twenty year old freshman college students seconds after using Full Body Zero Gravity Shiatsu Massager Recliner model # BM-EC 161 by &#34;Best Massage&#34;.. it arrived 1/13/2016 and as of today October 17, 2018 it's still going Strong...it serves Our Purposes very well, so your may again vary depending on your particular alignments and your personal comforts..<br />5 Stars ***** for chair appearance, sturdiness, price & it's therapeutic quality...<br />****************************<br /> Therapeutic Friendly...😊YES!!",3729
3890,5.0,Love these!,"I bought these for my business. As a pure romance consultant I use this for my sample goody bags that I give out. It includes a couple samples, my business card and a couple pieces of candy! I love the different colors they come in and they were just the right size to fit everything in perfectly. They are very durable and the price is great! I definitely recommend buying these! 👍👍👍👍👍",3890
3939,5.0,Birthday gift for my wife.,My wife loves my water flosser (waterpik) but needs something portable for her travels. I looked at a good bit of choices and settled on this. She seems to like it a lot and now she leaves mine alone. 😂😂,3939
4218,5.0,"I’ve had them for a day and I LOVE them, I work outside all day and it ...","I’ve had them for a day and I LOVE them, I work outside all day and it was a pain to keep switching from my sunglasses to my readers now I don’t have to unless I’m in a poorly lit place I highly recommend them 😎",4218
4507,5.0,Five Stars,👊👁👃🏼👁👍<br />  👅,4507
4516,1.0,Doesn’t curl lashes,Very cumbersome to use. Didn’t see any difference in curl. A manual crimping curler works far better. Not sure why I was asked drying power and flavor?! 😂,4516
4685,5.0,Awesome Green Superfood Drink🥬With a Kick of Watermelon🍉,"[[VIDEOID:f5f51b416363cd746f1d0186098138df]] I've had issues with oily skin and was looking for a supplement that would help clear up my pours 😣 I came across this Skin Elixir, and it's fantastic! After a few days of taking a serving in the morning, I could feel and see a noticeable change in my skin. My face feels ALOT clearer😊 It's packed full of vitamins and minerals that make me feel more energetic and healthy than any other superfood supplement drink I've had. If you're looking for a scientific backed approach to healthier looking skin, give it a try. I loved this product and you will too 💚",4685
4978,5.0,Awesome,"Great scent, you only need 1-2 drops of oil for a strong scent 😀",4978
5051,3.0,Good.,She says she..likes!😊👍👍,5051
5076,5.0,AMAZING CUTTING POWER,Wow!!! Amazing product.  I make alot of DIY body lotions and products & this cuts right through the residual oils and residue left in my processor😀 I've read other users raving about this..Im so glad I listened!,5076
5120,5.0,Better than pictured,"Thanks better than expected. Color is beautifu, works great and would buy more. Really makes build outs easy. Thanks 🔧",5120
5179,4.0,Nice product...,"These are kind of fun.  I’ve bought the pumpkin spice scent before and I love the scent. My husband , however, did nothing but MOAN...<br />The sound made him crazy and he thought the SMELL was beyond awful!  Oh well ... I loved it so I ordered a new one !  Ha ha<br />I put it where I could still smell it and thought I could outsmart the boy ... didn’t work.  He hates these things.  He found it and removed the battery, how FUNNY is that!!!!!<br />Anyway, I give up it’s not worth the war! Ha<br />Try these ... your husband may react in a more positive manner!!! 🙄",5179
5233,5.0,Please bring this back !!!,"I've bought a lot of supplements and usually, you can't tell if its working or doing you any good.  This is not one of those supplements!!! It helps you completely empty your bowels.  I was amazed as I've struggled with IBS for 20 years and this was the one supplement that really helped me....sadly its been out of stock for a long time 😢 and I broke down and ordered the same supplement from a different company and it was a total waste of money.  It just can't compare to this brand....please bring it back soon 🙏",5233
5513,5.0,Best Stuff around!,"I've been using Cloverine Salve since I was born, well my mom did it for me! 3 generations can't be wrong! 😆 I use it on practically everything except burns until the healing process has started! Get some It's so worth it!",5513
5901,5.0,Perfection,"Product came within days, WELL before the estimated time, it is everything I wanted! Really I couldn’t be happier, I will definitely recommend this seller 💜",5901
6705,4.0,Handy!,"Fairly good file, larger one for bedside or desk, smaller one for purse or file cabinet😉.)",6705
7019,5.0,MUST HAVE,"Oh. My. On all things holy, GET THESE<br />These are AMAZING! I took a big whiff of the bag and it allowed me to breath better already... but once you put it in your shower 🙌🏻🙌🏻🙌🏻🙌🏻 I swear it’s like Baby Jesus himself came to rid me of my allergies 🤧 I can breathe y’all!!! I can really breathe!",7019
7069,5.0,Very good and useful,Fit very well for my electric scooter 🛴,7069
7081,2.0,Two Stars,I don't feel like they do much.. 😒,7081
7137,4.0,Four Stars,"2 soft, when I placed it in my office chair it just goes down 😑",7137
7230,5.0,Wowie!,"A friend recommended this product for bruises. It works! I sprayed the bruised area and rubbed it in, then sprayed a bandage and placed it on my arm overnight. I did that 3 nights in a row and the bruising was GONE! My bruises usually take over 2 WEEKS to finally fade away. This stuff really does the trick! I’m thrilled cuz I hate those “Old Lady Bruises”! They look awful. Now when I bang my arm or hand I’ll just use this stuff. HIGHLY recommend! 😀",7230
7303,5.0,Thank you Performix!,One of the best protein flavors I had! The other ones are better but this one is still pretty good!👍🏽,7303
7304,5.0,Best In Flavor!,Best tasting protein I have ever had! Hands down!!!👍🏽 Must try at least once! Couldn't say the same about any other protein.,7304
7405,1.0,Doesn’t work.,"Didn’t work, don’t waste your money.<br />I should’ve read the other reviews 👎🏻👎🏻👎🏻",7405
7819,1.0,Unraveling on 2nd use,Pretty rough and started to unravel on second use. Pretty color but that's about it 😣,7819
7826,5.0,No taste which is a plus!,"Can't taste this at all. I put it in my coffee in the morning when I remember 😂 but I do like the fact that you can mix it with anything, stir and you're done. No after taste, isn't in the bottom of your cup. Would recommend..",7826
8066,4.0,Make your nails shiny but be careful or you’ll have scratch marks,"You have to do it pretty slow and make sure you buff your nails with an actual sand type grit one before you use these or you’ll leave horizontal scratch marks on your nails. You can only see the scratches at an angle but they’re there. Other than that, the price and the shine these give me have me hooked. I’ve been using them nonstop and can’t stop showing people how shiny my nails are. 😂",8066
8355,3.0,Good stuff,"Bottle lid was broken 😒. Other than that, good product.",8355
8362,5.0,Love it!,"Definitely one of the best natural sunscreens out there! And I have tried many! It rubs in well (of course it has a different texture than chemical sunscreen) without leaving a white film, smells great and works awesome! We just gave it the real test in the Florida sun and water! No sunburn👍",8362
8621,5.0,"Cleans just like Ultra stain release Tide, no dermatitis","Wow. Im so happy about finding this product , I hope amazon continues to sell it . Recently I had shingles and then got contact dermatitis ( allergy) so I’m trying the “ free of “ this one cleans as the ultra stain release original does just no fragrance. Tide and amazon come through again.🙌🏻",8621
8659,5.0,Wrap is sticky and flexible.,My dog had a broken toe. We used this for a week. Exactly what we needed. 👍👍 We kept it dry an wouldn't let her chew or lick her foot.,8659
8661,5.0,Wrap is sticky and flexible.,My dog had a broken toe. We used this for a week. Exactly what we needed. 👍👍 We kept it dry an wouldn't let her chew or lick her foot.,8661
9018,5.0,Very good product,"It works as described, but I bought it without reading the ingredients and it contains Egg Yolk which I am allergic to it 😐",9018
9377,5.0,Works gr8,just like going to the hygienist 😁,9377
9415,5.0,Great Product,Fits good-comfortable-good support-easy to apply 😊😊😊,9415
9526,5.0,Five Stars,Great (6) pack👍🏽<br />Gets (5) ⭐️,9526
9567,5.0,👍,👍,9567
9748,5.0,Comfortable and discreet.,"I bought these for wearing in a room with older people who like the volume turned up on the videos we see/listen to. I got to where I hated being there, the 30 minutes of loud volume left me with a headache every time and I found myself wanting to just run out of the room and go home! These ear plugs are very comfortable and I believe they will work just fine. I got the small size and I like how they will not be visible given their clear to opaque color. Yesterday I realized having earplugs in when I dry my hair makes that experience more tolerable also so I am quite glad to have these. I definitely recommend these. 😊",9748
9788,5.0,Five Stars,Glasses sparkle again and sink odors are gone. YAY 🎉,9788
10527,5.0,Good source of vitamins and supplements.,Very useful for my diet.👍🏼😁,10527
10697,5.0,Luxurious scent!,"I read the reviews and decided to give this laundry detergent a try. It’s everything! It DOES make your sheets and towel smell light a luxury hotel!! It way too expensive to use for all my laundry (although it would be divine if I could use it for all my lingerie but that would become yet another expensive habit!! 😂)<br />After a week in the linen closet, I can still detect that light luxurious scent. It is NOT overwhelming— it’s that “I have money —can’t you detect it by how good my linens smell” scent, not perfumey just delightful and makes you want to sniff more! So glad to have stumbled up this! I love it!",10697
10884,5.0,Great product for bath bombs!,"I've just started using these shrink wrap bags for my bath bombs. They are fantastic! The size is perfect, I can get 2 bath bombs wrapped per bag. The price is one of the best I've found! And the best part is that I'm not getting holes every time I try to wrap something.. with my previous bags, I would go through 3-4 on each bath bomb because they'd tear apart.. these are very sturdy and well made. You're not supposed to be able to smell through these but after a few days I can slightly smell my product through the wrap, which is great!<br />Thank you, as long as the price stays the same I will continue to purchase these shrink wrap bags here!😊",10884
11628,5.0,Tremendously helpful,It is hard for me to keep track of my meds and to take them consistently. This product has helped so much! I even took the pill containers traveling with me. I filled them up and put them in a zipper bag. Easy to see the date I need to pull out and stay on track. I love this product 👍,11628
11644,5.0,Sturdy case,"It SAYS it’s just the case, yet people want to complain that it is in fact just a case 😂",11644
11670,5.0,Great product!,I take this for my joints. It’s great especially after my shoulder surgery to bring in the healing. My shoulder feels better and is healing faster than normal (so says my physical therapist) 😃,11670
11766,5.0,I am happy to have this,❣🎀,11766
11787,5.0,Miracle from above,"Um. Hi. My daughter gets sick every time we take a road trip. We took a 10 hour road trip after buying these and she didn't get sick or feel sick once! There or back or while we were gone driving about. Absolutely recommend 👌 1,000%",11787
11958,5.0,So thankful for these Omega's! I am allergic to ...,So thankful for these Omega's! I am allergic to fish and this gives me the nutrients my body is lacking! 🙌🏻,11958
12198,5.0,Cream of the Crop!,This is the cream of the crop! Have had it only 2 days & the under eye puffiness is greatly diminished! 👍🏽 I wouldn't have believed it had I not seen it for myself! I noticed eye bags in my late 30's & have had them for years (in my early 60's now)!!! I've received no free items nor discounts for my; its legit! I recommend this wonderful eye cream; its a winner ladies! 😉,12198
12672,5.0,COMFORTABLE AFTER SURGERY,"Hubby had heart surgery and was sitting and sleeping with all his body pressure going to his tailbone and honey. After 3 weeks he was in real pain. We got a blow up cushion like he had in the hospital, but it was now too hard. When he first sat on it he said it felt like he was sitting on jello! My Hines isn’t as tiny as his, 🙄, so my reaction was different when I sat on it. No one spot on your gluts has pressure, it’s spread over the cushion. He really likes it, me too! Well worth the cost for the comfort. ONLY ISSUE was how long it took to arrive. Order wasn’t filled by Amazon, so you’re at the mercy of the third party.",12672
12722,5.0,Amazing,This Product is Awesome I used this on a Piece of furniture because My husband and I had a truly evil Neighbor and put it all over a wood table and placed it has his door since he was always do things to us it seriously made him stop his fiasco and leave us Alone... 😁,12722
12838,5.0,"Caution, Great bandage scissors may disappear","These bandage scissors are great!  I got a pair last year, as a gift. Unfortunately, coworkers thought they were great, too🥴. Because last Month, they “disappeared” . So this pair will stay in my pocket, when not in “my” hands.  😊🤔",12838
13264,4.0,👍👍👍👍👍,👍👍👍👍👍,13264
13924,4.0,👍,👍,13924
13997,5.0,Love,😀,13997
14043,5.0,Cold as ICE,I only used it once but it definitely gets cold as ice and keeps swelling down. I had a swollen bruised cheek and this really helped 😊,14043
14053,5.0,Nice,👍,14053
14129,3.0,NO AUTOMATIC OFF,"Really love the color! The tip has always been loose, no big deal. Just have to screw it in every 5-7 uses.<br />There is no Safety Off. Meaning, if you forget to turn it off, it automatically shuts off. Nope. There isn’t one 🙁<br />Someone accidentally plugged in the curling iron, thinking it was a fan plug. And burnt up the carpet. So be careful.",14129
14196,5.0,Love this floss!!,Love this dental floss!! Soft and I feel like it grabs any food stuck between my teeth😁 great travel packaging... is perfectly flat and genius package design... especially if you leave the ends of the floss attached to paper it is easier to hold on to 😊,14196
14209,5.0,Good deal,Nice 👍🏼,14209
14245,5.0,Mudd in My Cup 🥤,"It helps with sleep 😴 I didn't feel tired the next day, either! I woke up well rested.",14245
14419,5.0,Seller very nice and shipped ASAP for a Hurricane Harvey survivor,It WORKS!🎉🎉🎉🎉 3 different brands and this one is IT!  Seller very nice and shipped ASAP for a Hurricane Harvey survivor.,14419
14446,4.0,👍,👍,14446
14679,2.0,Left residue,Stains are gone but it left behind a sticky residue that I am left figuring what to do now. 😤,14679
14697,5.0,It’s better than I expected. It’s a quick pedicure at home.,👣👣👣👍👍👍❤️,14697
14717,5.0,Great product no reason to spend more,I was having more osteo arthritis pain than usual so I was looking forward to receiving this. It’s at least as good as the $200 at my health club. It’s also good for my plantar fasciitis. You won’t be disappointed 👍👏👏,14717
14968,5.0,⭐️⭐️⭐️⭐️⭐️,Está perfecto pero en Walmart está más barato ! 😉,14968
14969,5.0,⭐️⭐️⭐️⭐️⭐️,Está perfecto pero en Walmart está más barato ! 😉,14969
15573,5.0,I am so glad I found these !,"I have been spending money every couple of months for two pair of the same ear plugs. The only difference is THE PRICE ! These work just as well, they have a string that is attached so,you won't lose them. I just can't believe how many comes in one order. I'm a happy rested camper.😊",15573
15656,5.0,Good Purchase,Love this! Super cute and MAKES me WANT to clean my microwave 😆 I gave one to my MIL and she loves it as well.,15656
15659,5.0,These are the best!,I was excited to finds these. They work exceptional for me 💅❤,15659
15690,4.0,Four Stars,"If your looking at this product, you probably need it. Stop procrastinating, tune your feet up! It works!  😛",15690
15829,5.0,Cute & Stretchy,"These are perfect for my 8 yr old daughter, and their stretchy. Pleased with purchase 😀",15829
15996,3.0,Bad,Made my hair burn and smell bad😖 didn’t not use anymore,15996
16386,5.0,Perfect buy! 🥳,Love it. No mess. Works as well as liquid dish soap 😊,16386
16521,5.0,Pretty strong!!!,[[VIDEOID:39f14b430821839143f568053b9003d9]] This nasal aspirator arrived properly packaged and sealed and is pretty impressive! Suction power is VERY GOOD! Even works on adults! I tested it just to see if it would clean out my nose and it actually did lol😜 assembly is super duper easy as well! I really like the digital display too! Makes it look fancy!!! Highly recommend!,16521
16687,5.0,Perfect for too small jeans!,"I ordered a pair of jeans from Zara and they only had size 8, when I am a 10.  They fit well, just could not get them buttoned!  I found this item on Amazon and it worked like a charm!<br />😍😍😍",16687
16773,5.0,Five Stars,I loved this I was septic all at first but is has enhanced my energy so much!👍🏼👍🏼,16773
16781,5.0,Purchased in August and just installed,"it, since winter is on the way. It fit fine, but since I'm not running the humidifier now, I have no way of knowing if it works. I can't imagine why it wouldn't work though. I bought 4. Hopefully that's a lifetime supply. 😉<br /><br />Fast shipping too. Thanks for offering these on Amazon.",16781
16809,5.0,These donuts were completely smashed upon arrival and I can't return,They were Smashed.. when arrived. 😡😡,16809
17150,5.0,Works well and the price is excellent,"It has some nice features, like the USB C charging plug, which means it uses the same charging cable my cell phone uses, many razors use a standard cable.  But with the USB C cable I am not a real problem if I lose or break it.<br /><br /> 🌬️USB C plug charging cable.<br /> 🌬️Reasonably quiet.<br /> 🌬️Use standard heads.<br /> 🌬️Charge, full charge and low battery indications.<br />🌬️You can shave show the loads",17150
17160,4.0,Strong vibration,"Pretty interesting product. Very strong vibration when you press the power button to turn it on, click the button again to switch different vibration mode, has quite few different options. Rubber ring is pretty tight, when you try to move it might stretch your skin 😂",17160
17245,5.0,Quality boxes,"Love these boxes. Very classy material, not standard cardboard. Added bonus, seller threw in 60 complementary labels for free!! Thanks 😊",17245
17250,1.0,Product was old,"Tablets were discolored, very dark, thats how I knew they'd sat for a time.<br />A lot of money 💰 wasted.<br />Can't trust Amazon to get quality anymore. Im done ordering these from here. ☹Will find another source.",17250
17309,5.0,great combo pack,This is the one two punch for my granite and limestone cleaning needs.Dailey clean is awesome for quick wipe ups and once overs.Polish and protect puts the finishing touch on. I'll be back for more👌,17309
17350,5.0,Very nice and elegant and works well,"I feel like I was opening a very very fancy item, I love the package, the first I think was I hope you work as you look 😂 thank you so much , I try it and yes , works as it looks 🥰",17350
17548,1.0,Worthless after a couple days,"[[VIDEOID:5a591c6541f317250ed1a01b4ded109]] Packaged beautifully, would make a good gift if it worked.<br />So disappointed 😔<br /><br />Worked great the first 8 or 9 times and then nothing, wouldn’t light up. I changed the coil and still didn’t work. The tiger and thumb print light up but not the lighting coil. Worthless to me and I ordered the wolf one for my friend before this happened and now I don’t know what to do with it.",17548
17552,5.0,Less visible under eye circles,"Very nice eye cream. The container was a little larger then I thought it would be. I'm trying this on my dark circles , I kind of have the indent shape under my eyes so a little bit of darkness with regular shadow looks really dark on me. It seems like a good quality face cream and so far it seems to help , it's like using preparation h on ur under eye area but has the moisturizers ,vitamin c and what not. All of n all it seems like a good product and I really like the container it's in, pretty. But more importantly my under eye circles are less visible. I was lucky enough to get a discounted price to try this item out and let people know how it worked out for me. In no way am I obligated to rate one way or another. I rate in relevance to how the product does or does not suit me and my needs. My opinions are just that and what I feel may not be the same as someone else's views. If I am not happy with the product that will be definitely noted in my review, and how I rate the product.I try and be thorough and I hope it helps buyers make an informed decision before spending their hard earned money . I know that when buying online ,reviews are the only thing that us as customers can rely on and I really hope that I can help .Reading reviews is what helps me make decisions when I am purchasing something online .Thank you so very much for taking the time to read my review and please feel free to ask me any questions you might have . I hope that this review has helped inform you of this product and helped you make a decision whether this product would be what you are looking for. Have a wonderful day and Happy Hunting on your Amazon adventures 😊",17552
17643,5.0,Great serum/ampoule for post inflammatory hyperpigmentation,"This beautiful golden ampoule comes in a heavy glass bottle with a dropper. Very hygienic and easy to use. It has a slightly viscous texture. The first thing I noticed when I used it is a burst of refreshing 🍊 fragrance upon application. It smells delicious but dissipate very fast. A whole drop Full is enough product for face and neck. The serum/ampoule spread easily with decent slip and absorbed readily, leaving my face with just a tiny bit of tackiness.<br />.<br />I have been using this for about 3-4 nights a week for about 1 month now. During testing time, I did not have any irritation or adverse reactions. I do noticed an overall brightening/lightening effects on my post inflammatory hyperpigmentation spots. However, I cannot definitively say this is the result of this product alone because I have a lot of other skincare products in my routine. But I do recommend this ampoule because it is a high quality product. It will surely help if your goal is to achieve skin brightening, following acne/breakouts episodes.",17643
17706,5.0,Five Stars,Earth Star👍🏽,17706
